status,decimalLongitude,decimalLatitude,wc2.1_30s_bio_1,wc2.1_30s_bio_10,wc2.1_30s_bio_11,wc2.1_30s_bio_12,wc2.1_30s_bio_13,wc2.1_30s_bio_14,wc2.1_30s_bio_15,wc2.1_30s_bio_16,wc2.1_30s_bio_17,wc2.1_30s_bio_18,wc2.1_30s_bio_19,wc2.1_30s_bio_2,wc2.1_30s_bio_3,wc2.1_30s_bio_4,wc2.1_30s_bio_5,wc2.1_30s_bio_6,wc2.1_30s_bio_7,wc2.1_30s_bio_8,wc2.1_30s_bio_9
E,"-82,2672648566","41,5352749366","10,2875003814697","21,3166656494141","-0,866666674613953",895,92,50,"18,526538848877",267,171,267,175,"8,95833301544189","26,1939563751221","919,471496582031","27,7999992370605","-6,40000009536743","34,2000007629395","21,3166656494141","-0,73333340883255"
E,"-81,638894","41,268089","9,44999980926514","20,6499996185303","-2,46666669845581",975,96,56,"16,8636360168457",284,192,282,193,"10,3166666030884","28,8982257843018","937,605773925781","27,5","-8,19999980926514","35,7000007629395","18,5166664123535","-1,35000002384186"
E,"-81,3871354982","41,1704364683","9,67500019073486","20,966667175293","-2,31666660308838",984,99,56,"17,0154666900635",288,195,284,195,"10,8166666030884","29,7979793548584","941,663208007812",28,"-8,30000019073486","36,2999992370605","18,8666667938232","-1,09999990463257"
E,"-81,2442333333","35,2050533333","15,0916662216187","24,4333324432373","5,5",1207,123,79,"11,6284971237183",331,272,322,306,"12,6833333969116","38,4343414306641","764,302490234375","31,5","-1,5",33,"7,03333330154419","10,4499998092651"
E,"-80,7435913086","36,8025627136","11,1750001907349","20,6666660308838","1,33333337306976",1055,108,69,"13,1107931137085",303,219,282,219,"12,9499998092651","38,8888893127441","782,665893554688","28,1000003814697","-5,19999980926514","33,2999992370605","18,7666664123535","1,33333337306976"
E,"-80,72368","35,116813","15,7791662216187","25,1666660308838","6,03333330154419",1185,118,77,"11,7466812133789",321,272,319,291,"12,4583330154419","37,8672752380371","773,056091308594",32,"-0,899999976158142","32,9000015258789","7,56666660308838","11,1166667938232"
E,"-80,6696053594","37,4536273169","11,3083333969116","21,0166664123535","1,14999985694885",949,101,63,"14,4199657440186",278,198,272,198,"12,9166669845581","38,2149887084961","804,320251464844","28,3999996185303","-5,40000009536743","33,7999992370605","19,0833320617676","2,78333330154419"
E,"-80,492868","38,931797","11,4125003814697","21,6499996185303","0,649999976158142",1188,125,79,"14,1998720169067",350,258,350,258,"13,625","38,0586585998535","850,06982421875","29,3999996185303","-6,40000009536743","35,7999992370605","21,6499996185303","0,649999976158142"
E,"-80,462928","37,241537","11,4833335876465","21,1833343505859","1,33333337306976",983,99,65,"13,3057270050049",280,202,272,202,"13,0500001907349","38,2697944641113","801,819885253906","28,7000007629395","-5,40000009536743","34,1000022888184","19,25","1,33333337306976"
E,"-80,43187","37,1510916667","11,4958333969116","21,25","1,28333330154419",1011,100,67,"12,9479846954346",286,208,275,208,"13,0916662216187","38,3919830322266","807,142700195312","28,7000007629395","-5,40000009536743","34,1000022888184","19,3333339691162","1,28333330154419"
E,"-80,3071833333","40,6818283333","10,4833335876465","21,4500007629395","-1,01666665077209",969,104,56,"18,9942932128906",305,193,294,193,"11,9833335876465","33,1031303405762","910,085754394531","28,8999996185303","-7,30000019073486","36,2000007629395","19,4500007629395","-1,01666665077209"
E,"-80,0426559448","40,3335838318","10,7166662216187","21,6333332061768","-0,749999940395355",973,101,59,"17,8252830505371",300,195,290,195,"12,1000003814697","33,6111106872559","905,649780273438",29,-7,36,"19,6333332061768","-0,749999940395355"
E,"-79,9183513286","40,4157467333","11,2624998092651","22,1833324432373","-0,166666626930237",968,100,58,"17,9228839874268",297,191,288,191,"12,5083332061768","34,3635520935059","906,00048828125","29,7999992370605","-6,59999990463257","36,3999977111816","20,2000007629395","-0,166666626930237"
E,"-79,1563954018","38,4175510068","10,4041662216187","20,1166667938232","0,333333343267441",984,97,64,"13,7178268432617",280,197,274,197,"12,625","37,1323509216309","801,434692382812","27,6000003814697","-6,40000009536743",34,"18,1833343505859","0,333333343267441"
E,"-79,109361","36,074847","14,6583337783813","24,3166675567627","4,66666650772095",1149,109,79,"10,8415212631226",315,257,315,273,"13,1833333969116","38,6608009338379","793,335388183594","31,7000007629395","-2,40000009536743","34,1000022888184","24,3166675567627","10,033332824707"
